Name: “Table 1 of 1 on page 41 of 138”,Name: “Table 1 of 1 on page 41 of 138”,Name: “Table 1 of 1 on page 41 of 138”,Name: “Table 1 of 1 on page 41 of 138”,Name: “Table 1 of 1 on page 41 of 138”,Name: “Table 1 of 1 on page 41 of 138”,Name: “Table 1 of 1 on page 41 of 138”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,,
,,,,,,
,,,,,,36
"Travel Time to Work, Large MSAs (pop. 1-3 million), 2010","Travel Time to Work, Large MSAs (pop. 1-3 million), 2010","Travel Time to Work, Large MSAs (pop. 1-3 million), 2010","Travel Time to Work, Large MSAs (pop. 1-3 million), 2010",,,
(3 Year Sample: 2009-2011),(3 Year Sample: 2009-2011),,,,,
Source: HRTPO analysis of US Census data,Source: HRTPO analysis of US Census data,,,,,
Source file: ACS_11_3YR_DP03.xlsx,Source file: ACS_11_3YR_DP03.xlsx,,,,,
,,Travel,,,,
,,Time to,,,,
,"Popuation,","Work,",,,,
Large MSAs,2010,minutes,,,,
Austin,"1,716,289",25.3,,,,
Baltimore,"2,710,489",30.1,,,,
Birmingham,"1,128,047",26.2,,,,
Buffalo,"1,135,509",21.0,,,,
Charlotte,"1,758,038",25.2,,,,
Cincinnati,"2,130,151",24.1,,,,
Cleveland,"2,077,240",24.4,,,,
Columbus,"1,836,536",22.8,,,,
Denver,"2,543,482",26.6,,,,
HAMPTON ROADS,"1,671,683",23.4,,,,
Hartford,"1,212,381",22.8,,,,
Indianapolis,"1,756,241",24.5,,,,
Jacksonville,"1,345,596",25.1,,,,
Kansas City,"2,035,334",22.7,,,,
Las Vegas,"1,951,269",23.9,,,,
Louisville,"1,283,566",23.7,,,,
Memphis,"1,316,100",23.7,,,,
Milwaukee,"1,555,908",22.4,,,,
Nashville,"1,589,934",26.0,,,,
New Orleans,"1,167,764",25.2,,,,
Oklahoma City,"1,252,987",21.5,,,,
Orlando,"2,134,411",26.7,,,,
Pittsburgh,"2,356,285",25.8,,,,
Portland,"2,226,009",24.9,,,,
Providence,"1,600,852",24.3,,,,
Raleigh,"1,130,490",24.4,,,,
Richmond,"1,258,251",24.7,,,,
Rochester,"1,054,323",20.6,,,,
Sacramento,"2,149,127",25.8,,,,
Salt Lake City,"1,124,197",22.4,,,,
San Antonio,"2,142,508",25.0,,,,
San Jose,"1,836,911",24.4,,,,
St. Louis,"2,812,896",24.8,,,,
Tampa,"2,783,243",25.4,,,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,
